freq,amp
2.5,0.11692706
3.125,0.053070214
3.75,0.032791354
4.375,0.044872377
5.0,0.11735852
5.625,0.114338264
6.25,0.09233355
6.875,0.08327278
7.5,0.08284131
8.125,0.046166774
8.75,0.06256245
9.375,0.075506404
10.0,0.091470614
10.625,0.07334907
11.25,0.034085747
11.875,0.10872922
12.5,0.094922334
13.125,0.04098919
13.75,0.059973657
14.375,0.084135704
15.0,0.18250977
15.625,0.10959215
16.25,0.04444091
16.875,0.039694794
17.5,0.06515124
18.125,0.14712963
18.75,0.19459079
19.375,0.24032609
20.0,0.34387773
20.625,0.21659552
21.25,0.07076029
21.875,0.107434824
22.5,0.05177582
23.125,0.0668771
23.75,0.053933144
24.375,0.062130984
25.0,0.047892634
25.625,0.07636933
26.25,0.07421201
26.875,0.09751113
27.5,0.08111545
28.125,0.06558271
28.75,0.05263875
29.375,0.05350168
30.0,0.047892634
30.625,0.064719774
31.25,0.025456445
31.875,0.10096285
32.5,0.11174948
33.125,0.06601417
33.75,0.021573259
34.375,0.025024978
35.0,0.066445634
35.625,0.07809519
36.25,0.10355164
36.875,0.077232264
37.5,0.031065492
38.125,0.0854301
38.75,0.016827142
39.375,0.04271505
40.0,0.033222817
40.625,0.03926333
41.25,0.013806885
41.875,0.020278862
42.5,0.040557723
43.125,0.035380144
43.75,0.05954219
44.375,0.05954219
45.0,0.0668771
45.625,0.037106004
46.25,0.022436189
46.875,0.10312017
47.5,0.08715596
48.125,0.03926333
48.75,0.033222817
49.375,0.027182305
50.0,0.031496957
50.625,0.023299119
51.25,0.012943955
51.875,0.021573259
52.5,0.03192842
53.125,0.0017258606
53.75,0.02675084
54.375,0.023299119
55.0,0.024593513
55.625,0.026319375
56.25,0.01423835
56.875,0.036674537
57.5,0.09233355
58.125,0.0867245
58.75,0.044009447
59.375,7.0406485
60.0,14.137819
60.625,7.0730085
61.25,0.02761377
61.875,0.027182305
62.5,0.008629303
63.125,0.037106004
63.75,0.020710327
64.375,0.009923698
65.0,0.021573259
65.625,0.030634027
66.25,0.019415932
66.875,0.017690072
67.5,0.011649559
68.125,0.012943955
68.75,0.022436189
69.375,0.012512489
70.0,0.011649559
70.625,0.009492233
71.25,0.03753747
71.875,0.08499864
72.5,0.053933144
73.125,0.014669815
73.75,0.022867654
74.375,0.04271505
75.0,0.049187027
75.625,0.03192842
76.25,0.034085747
76.875,0.020278862
77.5,0.06342538
78.125,0.045735307
78.75,0.015532746
79.375,0.016827142
80.0,0.03753747
80.625,0.03192842
81.25,0.003020256
81.875,0.039694794
82.5,0.044872377
83.125,0.04012626
83.75,0.04185212
84.375,0.016395677
85.0,0.02588791
85.625,0.03192842
86.25,0.028045235
86.875,0.024162048
87.5,0.017690072
88.125,0.016395677
88.75,0.022867654
89.375,0.019415932
90.0,0.038831864
90.625,0.059110727
91.25,0.04530384
91.875,0.01596421
92.5,0.032359887
93.125,0.028908165
93.75,0.043146517
94.375,0.032359887
95.0,0.0012943954
95.625,0.02588791
96.25,0.034948677
96.875,0.021573259
97.5,0.048324097
98.125,0.04357798
98.75,0.046166774
99.375,0.041420653
100.0,0.05091289
100.625,0.031065492
101.25,0.0017258606
101.875,0.028045235
102.5,0.04530384
103.125,0.05522754
103.75,0.044009447
104.375,0.016395677
105.0,0.037106004
105.625,0.013806885
106.25,0.034948677
106.875,0.009492233
107.5,0.018553002
108.125,0.011649559
108.75,0.036674537
109.375,0.020278862
110.0,0.009923698
110.625,0.02588791
111.25,0.02761377
111.875,0.0073349075
112.5,0.018984467
113.125,0.038831864
113.75,0.022867654
114.375,0.033222817
115.0,0.053070214
115.625,0.025024978
116.25,0.0034517213
116.875,0.021141794
117.5,0.018984467
118.125,0.01596421
118.75,0.021141794
119.375,1.6865973
120.0,3.3641338
120.625,1.6809883
121.25,0.034085747
121.875,0.022436189
122.5,0.010786629
123.125,0.031065492
123.75,0.038831864
124.375,0.014669815
125.0,0.021573259
125.625,0.031065492
126.25,0.027182305
126.875,0.019847397
127.5,0.02588791
128.125,0.019415932
128.75,0.009492233
129.375,0.011649559
130.0,0.017690072
130.625,0.008197838
131.25,0.0051775817
131.875,0.011218094
132.5,0.024593513
133.125,0.024162048
133.75,0.021573259
134.375,0.006040512
135.0,0.017690072
135.625,0.021573259
136.25,0.022867654
136.875,0.023299119
137.5,0.006040512
138.125,0.0025887908
138.75,0.0073349075
139.375,0.018121537
140.0,0.02933963
140.625,0.04185212
141.25,0.033222817
141.875,0.009923698
142.5,0.021141794
143.125,0.0073349075
143.75,0.007766373
144.375,0.013806885
145.0,0.012512489
145.625,0.0008629303
146.25,0.012081024
146.875,0.020710327
147.5,0.0069034426
148.125,0.02675084
148.75,0.042283587
149.375,0.030634027
150.0,0.0069034426
150.625,0.01596421
151.25,0.019415932
151.875,0.011649559
152.5,0.017258607
153.125,0.024593513
153.75,0.022004724
154.375,0.023299119
155.0,0.025456445
155.625,0.026319375
156.25,0.0069034426
156.875,0.024162048
157.5,0.022004724
158.125,0.020278862
158.75,0.020278862
159.375,0.01337542
160.0,0.017258607
160.625,0.024593513
161.25,0.015101281
161.875,0.022004724
162.5,0.009060768
163.125,0.018553002
163.75,0.008197838
164.375,0.018121537
165.0,0.020278862
165.625,0.019415932
166.25,0.005609047
166.875,0.0064719776
167.5,0.009492233
168.125,0.006040512
168.75,0.008629303
169.375,0.020710327
170.0,0.023730583
170.625,0.0073349075
171.25,0.008197838
171.875,0.015101281
172.5,0.016827142
173.125,0.0069034426
173.75,0.0064719776
174.375,0.0064719776
175.0,0.006040512
175.625,0.005609047
176.25,0.009923698
176.875,0.011218094
177.5,0.017690072
178.125,0.01596421
178.75,0.010786629
179.375,0.23860024
180.0,0.47374874
180.625,0.24075755
181.25,0.0025887908
181.875,0.007766373
182.5,0.015101281
183.125,0.011218094
183.75,0.0043146517
184.375,0.0064719776
185.0,0.0064719776
185.625,0.005609047
186.25,0.012512489
186.875,0.018121537
187.5,0.009492233
188.125,0.003020256
188.75,0.006040512
189.375,0.0064719776
190.0,0.012512489
190.625,0.0073349075
191.25,0.006040512
191.875,0.009060768
192.5,0.009923698
193.125,0.0043146517
193.75,0.0043146517
194.375,0.012512489
195.0,0.01423835
195.625,0.005609047
196.25,0.007766373
196.875,0.009060768
197.5,0.010355163
198.125,0.0073349075
198.75,0.0021573259
199.375,0.0025887908
200.0,0.008197838
200.625,0.015101281
201.25,0.012512489
201.875,0.008197838
202.5,0.010786629
203.125,0.0064719776
203.75,0.0038831865
204.375,0.012512489
205.0,0.017258607
205.625,0.01596421
206.25,0.009923698
206.875,0.007766373
207.5,0.0008629303
208.125,0.005609047
208.75,0.0038831865
209.375,0.009492233
210.0,0.010786629
210.625,0.006040512
211.25,0.010786629
211.875,0.0064719776
212.5,0.006040512
213.125,0.0069034426
213.75,0.0034517213
214.375,0.0021573259
215.0,0.010786629
215.625,0.011649559
216.25,0.007766373
216.875,0.0073349075
217.5,0.0021573259
218.125,0.0012943954
218.75,0.010355163
219.375,0.009923698
220.0,0.0064719776
220.625,0.0025887908
221.25,0.009923698
221.875,0.0047461167
222.5,0.0073349075
223.125,0.007766373
223.75,0.0064719776
224.375,0.0017258606
225.0,0.008197838
225.625,0.0043146517
226.25,0.0038831865
226.875,0.009492233
227.5,0.009492233
228.125,0.0064719776
228.75,0.005609047
229.375,0.0047461167
230.0,0.0038831865
230.625,0.006040512
231.25,0.0038831865
231.875,0.0038831865
232.5,0.003020256
233.125,0.0012943954
233.75,0.006040512
234.375,0.009492233
235.0,0.008629303
235.625,0.009923698
236.25,0.008197838
236.875,0.0064719776
237.5,0.01337542
238.125,0.01337542
238.75,0.008629303
239.375,0.27441183
240.0,0.5527069
240.625,0.27570623
241.25,0.009060768
241.875,0.0051775817
242.5,0.0043146517
243.125,0.0047461167
243.75,0.0047461167
244.375,0.0034517213
245.0,0.005609047
245.625,0.0017258606
246.25,0.007766373
246.875,0.0038831865
247.5,0.003020256
248.125,0.0017258606
248.75,0.005609047
249.375,0.01423835
250.0,0.01337542
250.625,0.005609047
251.25,0.008629303
251.875,0.0064719776
252.5,0.0043146517
253.125,0.0021573259
253.75,0.003020256
254.375,0.009060768
255.0,0.009060768
255.625,0.0073349075
256.25,0.006040512
256.875,0.0064719776
257.5,0.005609047
258.125,0.0012943954
258.75,0.0017258606
259.375,0.0043146517
260.0,0.0073349075
260.625,0.01337542
261.25,0.0038831865
261.875,0.0043146517
262.5,0.0047461167
263.125,0.0043146517
263.75,0.0034517213
264.375,0.0051775817
265.0,0.0069034426
265.625,0.0012943954
266.25,0.003020256
266.875,0.0025887908
267.5,0.0038831865
268.125,0.0021573259
268.75,0.0017258606
269.375,0.0017258606
270.0,0.0012943954
270.625,0.0051775817
271.25,0.008629303
271.875,0.0034517213
272.5,0.0012943954
273.125,0.006040512
273.75,0.0038831865
274.375,0.0025887908
275.0,0.00043146516
275.625,0.0043146517
276.25,0.0021573259
276.875,0.0008629303
277.5,0.0021573259
278.125,0.0017258606
278.75,0.0017258606
279.375,0.0038831865
280.0,0.0012943954
280.625,0.005609047
281.25,0.0051775817
281.875,0.00043146516
282.5,0.0034517213
283.125,0.0043146517
283.75,0.009060768
284.375,0.0021573259
285.0,0.006040512
285.625,0.0021573259
286.25,0.0017258606
286.875,0.0008629303
287.5,0.0051775817
288.125,0.009060768
288.75,0.0047461167
289.375,0.003020256
290.0,0.003020256
290.625,0.0012943954
291.25,0.0034517213
291.875,0.0043146517
292.5,0.005609047
293.125,0.0038831865
293.75,0.0012943954
294.375,0.0034517213
295.0,0.0025887908
295.625,0.003020256
296.25,0.006040512
296.875,0.0051775817
297.5,0.006040512
298.125,0.0034517213
298.75,0.005609047
299.375,0.30159414
300.0,0.613112
300.625,0.30979198
301.25,0.0038831865
301.875,0.0008629303
302.5,0.0034517213
303.125,0.0021573259
303.75,0.0025887908
304.375,0.005609047
305.0,0.006040512
305.625,0.00043146516
306.25,0.0051775817
306.875,0.0043146517
307.5,0.0047461167
308.125,0.0043146517
308.75,0.0034517213
309.375,0.0038831865
310.0,0.0051775817
310.625,0.003020256
311.25,0.005609047
311.875,0.0064719776
312.5,0.007766373
313.125,0.0034517213
313.75,0.0012943954
314.375,0.0025887908
315.0,0.0034517213
315.625,0.0047461167
316.25,0.0051775817
316.875,0.0034517213
317.5,0.0034517213
318.125,0.005609047
318.75,0.0034517213
319.375,0.0008629303
320.0,0.0021573259
320.625,0.0051775817
321.25,0.007766373
321.875,0.009060768
322.5,0.006040512
323.125,0.0021573259
323.75,0.0017258606
324.375,0.0021573259
325.0,0.0064719776
325.625,0.009060768
326.25,0.009492233
326.875,0.0073349075
327.5,0.007766373
328.125,0.0064719776
328.75,0.0021573259
329.375,0.003020256
330.0,0.0025887908
330.625,0.0017258606
331.25,0.0012943954
331.875,0.0043146517
332.5,0.005609047
333.125,0.0051775817
333.75,0.005609047
334.375,0.0008629303
335.0,0.005609047
335.625,0.0034517213
336.25,0.0008629303
336.875,0.0034517213
337.5,0.0051775817
338.125,0.0064719776
338.75,0.0012943954
339.375,0.0064719776
340.0,0.0047461167
340.625,0.0025887908
341.25,0.00043146516
341.875,0.00043146516
342.5,0.0021573259
343.125,0.003020256
343.75,0.0021573259
344.375,0.0034517213
345.0,0.007766373
345.625,0.0051775817
346.25,0.0008629303
346.875,0.0021573259
347.5,0.0069034426
348.125,0.010355163
348.75,0.0043146517
349.375,0.0021573259
350.0,0.0021573259
350.625,0.0043146517
351.25,0.0021573259
351.875,0.0034517213
352.5,0.0047461167
353.125,0.0025887908
353.75,0.0034517213
354.375,0.0034517213
355.0,0.0008629303
355.625,0.0034517213
356.25,0.003020256
356.875,0.0012943954
357.5,0.0008629303
358.125,0.0034517213
358.75,0.0051775817
359.375,0.2377373
360.0,0.4754746
360.625,0.24334635
361.25,0.00043146516
361.875,0.0069034426
362.5,0.003020256
363.125,0.0025887908
363.75,0.0017258606
364.375,0.0008629303
365.0,0.006040512
365.625,0.005609047
366.25,0.003020256
366.875,0.009060768
367.5,0.0073349075
368.125,0.0012943954
368.75,0.00043146516
369.375,0.00043146516
370.0,0.0021573259
370.625,0.0043146517
371.25,0.0073349075
371.875,0.0051775817
372.5,0.0043146517
373.125,0.0073349075
373.75,0.0034517213
374.375,0.0012943954
375.0,0.00043146516
375.625,0.0021573259
376.25,0.0051775817
376.875,0.007766373
377.5,0.005609047
378.125,0.003020256
378.75,0.0073349075
379.375,0.0047461167
380.0,0.0043146517
380.625,0.0064719776
381.25,0.0043146517
381.875,0.005609047
382.5,0.008629303
383.125,0.008197838
383.75,0.007766373
384.375,0.0038831865
385.0,0.0043146517
385.625,0.0017258606
386.25,0.003020256
386.875,0.0064719776
387.5,0.0047461167
388.125,0.0034517213
388.75,0.0047461167
389.375,0.003020256
390.0,0.0008629303
390.625,0.0025887908
391.25,0.0034517213
391.875,0.0025887908
392.5,0.0008629303
393.125,0.0025887908
393.75,0.0047461167
394.375,0.0038831865
395.0,0.0043146517
395.625,0.0017258606
396.25,0.00043146516
396.875,0.0025887908
397.5,0.0047461167
398.125,0.003020256
398.75,0.0043146517
399.375,0.0038831865
400.0,0.003020256
400.625,0.0012943954
401.25,0.0038831865
401.875,0.0043146517
402.5,0.0051775817
403.125,0.0034517213
403.75,0.0051775817
404.375,0.0064719776
405.0,0.0025887908
405.625,0.0021573259
406.25,0.0012943954
406.875,0.0008629303
407.5,0.0017258606
408.125,0.003020256
408.75,0.0021573259
409.375,0.0047461167
410.0,0.006040512
410.625,0.005609047
411.25,0.003020256
411.875,0.0012943954
412.5,0.0025887908
413.125,0.0043146517
413.75,0.0047461167
414.375,0.0038831865
415.0,0.0051775817
415.625,0.0043146517
416.25,0.003020256
416.875,0.0012943954
417.5,0.0047461167
418.125,0.0012943954
418.75,0.0051775817
419.375,0.13418567
420.0,0.27570623
420.625,0.14108911
421.25,0.0008629303
421.875,0.0025887908
422.5,0.007766373
423.125,0.007766373
423.75,0.0047461167
424.375,0.0034517213
425.0,0.0034517213
425.625,0.0021573259
426.25,0.0073349075
426.875,0.009923698
427.5,0.0064719776
428.125,0.0073349075
428.75,0.009492233
429.375,0.0025887908
430.0,0.003020256
430.625,0.0034517213
431.25,0.003020256
431.875,0.0034517213
432.5,0.0051775817
433.125,0.006040512
433.75,0.0064719776
434.375,0.0069034426
435.0,0.008197838
435.625,0.005609047
436.25,0.0043146517
436.875,0.0051775817
437.5,0.0051775817
438.125,0.0034517213
438.75,0.0017258606
439.375,0.0025887908
440.0,0.0012943954
440.625,0.0021573259
441.25,0.0043146517
441.875,0.0034517213
442.5,0.007766373
443.125,0.0025887908
443.75,0.0038831865
444.375,0.0017258606
445.0,0.0043146517
445.625,0.0047461167
446.25,0.0043146517
446.875,0.0038831865
447.5,0.007766373
448.125,0.003020256
448.75,0.0008629303
449.375,0.003020256
450.0,0.005609047
450.625,0.0051775817
451.25,0.0025887908
451.875,0.00043146516
452.5,0.006040512
453.125,0.009923698
453.75,0.0064719776
454.375,0.0034517213
455.0,0.005609047
455.625,0.0043146517
456.25,0.003020256
456.875,0.003020256
457.5,0.0043146517
458.125,0.005609047
458.75,0.0069034426
459.375,0.012512489
460.0,0.006040512
460.625,0.0034517213
461.25,0.0043146517
461.875,0.0021573259
462.5,0.0021573259
463.125,0.0021573259
463.75,0.0017258606
464.375,0.003020256
465.0,0.0012943954
465.625,0.005609047
466.25,0.005609047
466.875,0.003020256
467.5,0.0047461167
468.125,0.0021573259
468.75,0.0069034426
469.375,0.011218094
470.0,0.009923698
470.625,0.0064719776
471.25,0.0025887908
471.875,0.0034517213
472.5,0.0064719776
473.125,0.0034517213
473.75,0.0025887908
474.375,0.005609047
475.0,0.0073349075
475.625,0.0043146517
476.25,0.0017258606
476.875,0.0034517213
477.5,0.003020256
478.125,0.0038831865
478.75,0.0008629303
479.375,0.08586156
480.0,0.16956581
480.625,0.084567174
481.25,0.003020256
481.875,0.00043146516
482.5,0.0025887908
483.125,0.003020256
483.75,0.0069034426
484.375,0.0038831865
485.0,0.0012943954
485.625,0.0064719776
486.25,0.0064719776
486.875,0.0038831865
487.5,0.0012943954
488.125,0.0034517213
488.75,0.0047461167
489.375,0.0034517213
490.0,0.0012943954
490.625,0.0038831865
491.25,0.0025887908
491.875,0.005609047
492.5,0.0051775817
493.125,0.0034517213
493.75,0.010355163
494.375,0.011649559
495.0,0.007766373
495.625,0.0051775817
496.25,0.0034517213
496.875,0.0064719776
497.5,0.005609047
498.125,0.0025887908
498.75,0.010355163
499.375,0.0064719776
500.0,0.006040512
500.625,0.003020256
501.25,0.0017258606
501.875,0.0034517213
502.5,0.005609047
503.125,0.0047461167
503.75,0.0008629303
504.375,0.0012943954
505.0,0.0025887908
505.625,0.008197838
506.25,0.0047461167
506.875,0.0025887908
507.5,0.0064719776
508.125,0.0025887908
508.75,0.0021573259
509.375,0.0043146517
510.0,0.006040512
510.625,0.005609047
511.25,0.008197838
511.875,0.006040512
512.5,0.003020256
513.125,0.008197838
513.75,0.0021573259
514.375,0.009492233
515.0,0.010786629
515.625,0.0069034426
516.25,0.006040512
516.875,0.0034517213
517.5,0.0012943954
518.125,0.0051775817
518.75,0.0064719776
519.375,0.0017258606
520.0,0.0038831865
520.625,0.0012943954
521.25,0.0017258606
521.875,0.0017258606
522.5,0.0021573259
523.125,0.0038831865
523.75,0.005609047
524.375,0.0034517213
525.0,0.0021573259
525.625,0.0021573259
526.25,0.0034517213
526.875,0.0047461167
527.5,0.0051775817
528.125,0.0025887908
528.75,0.003020256
529.375,0.0034517213
530.0,0.0043146517
530.625,0.009060768
531.25,0.0073349075
531.875,0.0025887908
532.5,0.0025887908
533.125,0.0043146517
533.75,0.0025887908
534.375,0.0069034426
535.0,0.005609047
535.625,0.0025887908
536.25,0.0012943954
536.875,0.0021573259
537.5,0.0038831865
538.125,0.0051775817
538.75,0.0017258606
539.375,0.16913435
540.0,0.33395404
540.625,0.16870287
541.25,0.0043146517
541.875,0.005609047
542.5,0.0017258606
543.125,0.0021573259
543.75,0.005609047
544.375,0.009060768
545.0,0.0073349075
545.625,0.0008629303
546.25,0.0034517213
546.875,0.0017258606
547.5,0.006040512
548.125,0.005609047
548.75,0.003020256
549.375,0.0017258606
550.0,0.0034517213
550.625,0.003020256
551.25,0.0017258606
551.875,0.0017258606
552.5,0.0034517213
553.125,0.0051775817
553.75,0.003020256
554.375,0.0017258606
555.0,0.0025887908
555.625,0.006040512
556.25,0.008629303
556.875,0.0043146517
557.5,0.0012943954
558.125,0.0012943954
558.75,0.0008629303
559.375,0.003020256
560.0,0.0034517213
560.625,0.0017258606
561.25,0.0021573259
561.875,0.005609047
562.5,0.007766373
563.125,0.010355163
563.75,0.009923698
564.375,0.0038831865
565.0,0.0012943954
565.625,0.003020256
566.25,0.0043146517
566.875,0.007766373
567.5,0.0064719776
568.125,0.0064719776
568.75,0.0008629303
569.375,0.0025887908
570.0,0.00043146516
570.625,0.00043146516
571.25,0.0038831865
571.875,0.006040512
572.5,0.0047461167
573.125,0.006040512
573.75,0.0069034426
574.375,0.006040512
575.0,0.0038831865
575.625,0.0025887908
576.25,0.0038831865
576.875,0.003020256
577.5,0.0025887908
578.125,0.0051775817
578.75,0.0073349075
579.375,0.005609047
580.0,0.00043146516
580.625,0.0021573259
581.25,0.006040512
581.875,0.0064719776
582.5,0.0073349075
583.125,0.005609047
583.75,0.00043146516
584.375,0.0025887908
585.0,0.0012943954
585.625,0.0021573259
586.25,0.0012943954
586.875,0.0025887908
587.5,0.0047461167
588.125,0.0021573259
588.75,0.003020256
589.375,0.007766373
590.0,0.006040512
590.625,0.0051775817
591.25,0.006040512
591.875,0.0
592.5,0.0043146517
593.125,0.00043146516
593.75,0.006040512
594.375,0.007766373
595.0,0.0038831865
595.625,0.0012943954
596.25,0.0034517213
596.875,0.0038831865
597.5,0.006040512
598.125,0.0051775817
598.75,0.0043146517
599.375,0.11347534
600.0,0.23989463
600.625,0.12426197
601.25,0.005609047
601.875,0.003020256
602.5,0.0017258606
603.125,0.0043146517
603.75,0.0069034426
604.375,0.0069034426
605.0,0.0047461167
605.625,0.0025887908
606.25,0.0025887908
606.875,0.0017258606
607.5,0.0012943954
608.125,0.0043146517
608.75,0.0043146517
609.375,0.0008629303
610.0,0.0051775817
610.625,0.0064719776
611.25,0.0038831865
611.875,0.0017258606
612.5,0.0038831865
613.125,0.0038831865
613.75,0.0025887908
614.375,0.006040512
615.0,0.0064719776
615.625,0.003020256
616.25,0.0038831865
616.875,0.0034517213
617.5,0.0008629303
618.125,0.0025887908
618.75,0.0017258606
619.375,0.0017258606
620.0,0.0025887908
620.625,0.0051775817
621.25,0.0017258606
621.875,0.0025887908
622.5,0.0025887908
623.125,0.0012943954
623.75,0.003020256
624.375,0.0021573259
625.0,0.0047461167
625.625,0.005609047
626.25,0.0021573259
626.875,0.0021573259
627.5,0.0034517213
628.125,0.003020256
628.75,0.00043146516
629.375,0.0051775817
630.0,0.0043146517
630.625,0.003020256
631.25,0.0
631.875,0.0021573259
632.5,0.0047461167
633.125,0.0047461167
