time,amp
0.0,-1117.6798
0.19536019536019536,-1118.3684
0.3907203907203907,-1117.3699
0.5860805860805861,-1118.024
0.7814407814407814,-1118.6439
0.9768009768009768,-1118.093
1.1721611721611722,-1118.2996
1.3675213675213675,-1117.8864
1.5628815628815629,-1118.093
1.7582417582417582,-1118.4717
1.9536019536019535,-1119.1603
2.148962148962149,-1118.9537
2.3443223443223444,-1118.334
2.5396825396825395,-1118.8849
2.735042735042735,-1119.3325
2.93040293040293,-1119.2292
3.1257631257631258,-1119.2637
3.3211233211233213,-1119.1603
3.5164835164835164,-1118.575
3.711843711843712,-1118.6094
3.907203907203907,-1119.1948
4.102564102564102,-1119.367
4.297924297924298,-1119.4014
4.493284493284493,-1119.5046
4.688644688644689,-1119.1603
4.884004884004884,-1118.575
5.079365079365079,-1117.9208
5.274725274725275,-1117.8519
5.47008547008547,-1117.8864
5.665445665445666,-1118.816
5.86080586080586,-1119.7802
6.056166056166056,-1119.9867
6.2515262515262515,-1119.367
6.446886446886447,-1118.1619
6.642246642246643,-1118.8849
6.837606837606837,-1118.8849
7.032967032967033,-1118.2307
7.228327228327228,-1118.2651
7.423687423687424,-1117.7142
7.619047619047619,-1117.7831
7.814407814407814,-1118.2307
8.00976800976801,-1118.7472
8.205128205128204,-1119.849
8.4004884004884,-1120.813
8.595848595848596,-1120.4343
8.791208791208792,-1120.2621
8.986568986568987,-1121.2606
9.181929181929181,-1121.9493
9.377289377289378,-1121.3984
9.572649572649572,-1119.9867
9.768009768009769,-1119.6079
9.963369963369964,-1119.9867
10.158730158730158,-1121.0541
10.354090354090355,-1121.5361
10.54945054945055,-1121.1573
10.744810744810744,-1121.7083
10.94017094017094,-1121.9148
11.135531135531135,-1121.4329
11.330891330891331,-1120.6064
11.526251526251526,-1121.0197
11.72161172161172,-1121.7427
11.916971916971917,-1121.846
12.112332112332112,-1122.3969
12.307692307692308,-1122.1215
12.503052503052503,-1121.605
12.698412698412698,-1121.846
12.893772893772894,-1121.9493
13.089133089133089,-1122.1559
13.284493284493285,-1122.2247
13.47985347985348,-1121.7427
13.675213675213675,-1122.5002
13.870573870573871,-1122.7068
14.065934065934066,-1122.0182
14.261294261294262,-1122.8445
14.456654456654457,-1123.361
14.652014652014651,-1122.4657
14.847374847374848,-1122.328
15.042735042735043,-1122.6724
15.238095238095237,-1122.1559
15.433455433455434,-1122.4313
15.628815628815628,-1123.3954
15.824175824175825,-1124.0151
16.01953601953602,-1124.084
16.214896214896214,-1124.4972
16.41025641025641,-1124.1184
16.605616605616607,-1123.602
16.8009768009768,-1124.5316
16.996336996336996,-1124.6005
17.19169719169719,-1124.7039
17.387057387057386,-1124.0496
17.582417582417584,-1122.7412
17.77777777777778,-1122.9133
17.973137973137973,-1123.4642
18.168498168498168,-1123.4987
18.363858363858363,-1123.1888
18.55921855921856,-1123.602
18.754578754578755,-1124.1874
18.94993894993895,-1123.6709
19.145299145299145,-1123.6709
19.34065934065934,-1125.0137
19.536019536019538,-1124.9448
19.731379731379732,-1124.4283
19.926739926739927,-1124.8416
20.12210012210012,-1124.7383
20.317460317460316,-1124.9104
20.512820512820515,-1124.7039
20.70818070818071,-1124.1184
20.903540903540904,-1125.0825
21.0989010989011,-1125.117
21.294261294261293,-1124.0496
21.489621489621488,-1124.566
21.684981684981686,-1125.6678
21.88034188034188,-1125.1514
22.075702075702075,-1124.6349
22.27106227106227,-1124.7039
22.466422466422465,-1124.4972
22.661782661782663,-1124.7383
22.857142857142858,-1123.7053
23.052503052503052,-1124.3939
23.247863247863247,-1125.8401
23.44322344322344,-1124.6005
23.63858363858364,-1124.7383
23.833943833943835,-1125.4269
24.02930402930403,-1125.2202
24.224664224664224,-1125.0137
24.42002442002442,-1125.2892
24.615384615384617,-1125.2892
24.81074481074481,-1124.9792
25.006105006105006,-1124.6693
25.2014652014652,-1125.0825
25.396825396825395,-1125.5646
25.592185592185594,-1125.1858
25.78754578754579,-1125.358
25.982905982905983,-1125.0137
26.178266178266178,-1125.6334
26.373626373626372,-1124.9792
26.56898656898657,-1124.7727
26.764346764346765,-1126.2876
26.95970695970696,-1125.7023
27.155067155067155,-1126.0122
27.35042735042735,-1126.1499
27.545787545787547,-1124.9448
27.741147741147742,-1124.4628
27.936507936507937,-1124.6005
28.13186813186813,-1124.8071
28.327228327228326,-1124.8416
28.522588522588524,-1124.9792
28.71794871794872,-1125.7711
28.913308913308914,-1125.7023
29.10866910866911,-1125.0481
29.304029304029303,-1126.0122
29.499389499389498,-1126.5975
29.694749694749696,-1125.8057
29.89010989010989,-1125.5302
30.085470085470085,-1125.6334
30.28083028083028,-1124.9792
30.476190476190474,-1125.3236
30.671550671550673,-1125.1858
30.866910866910867,-1124.8071
31.062271062271062,-1124.3939
31.257631257631257,-1123.9807
31.452991452991448,-1125.5302
31.64835164835165,-1125.8401
31.843711843711848,-1125.9778
32.03907203907204,-1126.0122
32.234432234432234,-1125.599
32.42979242979243,-1125.4957
32.62515262515263,-1125.0137
32.82051282051282,-1124.1874
33.01587301587301,-1123.5675
33.211233211233214,-1123.602
33.40659340659341,-1123.9463
33.6019536019536,-1124.9104
33.79731379731379,-1125.7023
33.99267399267399,-1126.4254
34.188034188034194,-1126.081
34.38339438339438,-1125.7367
34.57875457875458,-1125.358
34.77411477411477,-1124.7727
34.96947496947497,-1125.358
35.16483516483517,-1125.3236
35.360195360195355,-1125.1514
35.55555555555556,-1125.599
35.75091575091575,-1125.1858
35.94627594627595,-1125.3925
36.14163614163614,-1126.391
36.336996336996336,-1126.4943
36.53235653235654,-1126.0466
36.727716727716725,-1125.3925
36.92307692307692,-1125.9778
37.11843711843712,-1125.4269
37.313797313797316,-1123.6365
37.50915750915751,-1123.0856
37.7045177045177,-1122.3624
37.8998778998779,-1121.5706
38.0952380952381,-1122.0526
38.29059829059829,-1122.8789
38.485958485958484,-1123.5331
38.68131868131868,-1124.3939
38.87667887667888,-1124.3595
39.072039072039075,-1124.4283
39.26739926739926,-1124.084
39.462759462759465,-1124.4972
39.65811965811966,-1125.4269
39.853479853479854,-1125.7711
40.04884004884005,-1126.081
40.24420024420024,-1125.5646
40.439560439560445,-1125.9434
40.63492063492063,-1125.8745
40.83028083028083,-1126.0122
41.02564102564103,-1126.4254
41.221001221001224,-1125.7023
41.41636141636142,-1125.6334
41.611721611721606,-1125.8057
41.80708180708181,-1125.8057
42.002442002442,-1125.8745
42.1978021978022,-1125.4957
42.39316239316239,-1125.9434
42.588522588522586,-1126.1499
42.78388278388279,-1124.9792
42.979242979242976,-1124.6005
43.17460317460317,-1124.566
43.36996336996337,-1125.0825
43.56532356532357,-1124.2906
43.76068376068376,-1123.4642
43.95604395604395,-1124.1184
44.15140415140415,-1124.1184
44.34676434676435,-1123.7053
44.54212454212454,-1122.7068
44.737484737484735,-1122.4313
44.93284493284493,-1122.5347
45.12820512820513,-1123.12
45.323565323565326,-1123.6365
45.51892551892551,-1124.4628
45.714285714285715,-1125.3925
45.90964590964591,-1125.5646
46.105006105006105,-1126.1499
46.3003663003663,-1125.7711
46.495726495726494,-1125.1858
46.691086691086696,-1125.5302
46.88644688644688,-1124.9792
47.08180708180708,-1124.7039
47.27716727716728,-1125.6334
47.472527472527474,-1125.7023
47.66788766788767,-1126.0466
47.86324786324786,-1126.322
48.05860805860806,-1126.3566
48.25396825396826,-1126.2188
48.44932844932845,-1125.9434
48.64468864468864,-1125.6334
48.84004884004884,-1125.7023
49.03540903540904,-1126.4254
49.23076923076923,-1126.1499
49.42612942612942,-1126.7352
49.62148962148962,-1127.3894
49.81684981684982,-1127.4238
50.01221001221001,-1127.1484
50.20757020757021,-1127.1484
50.4029304029304,-1128.147
50.5982905982906,-1128.2158
50.79365079365079,-1127.8715
50.989010989010985,-1127.7682
51.18437118437119,-1126.8041
51.37973137973138,-1126.2188
51.57509157509158,-1126.322
51.770451770451764,-1126.0122
51.965811965811966,-1126.2876
52.16117216117217,-1127.0796
52.356532356532355,-1127.4238
52.55189255189255,-1126.8041
52.747252747252745,-1126.4943
52.942612942612946,-1126.8385
53.13797313797314,-1126.322
53.33333333333333,-1125.5302
53.52869352869353,-1125.4613
53.724053724053725,-1125.358
53.91941391941392,-1125.0481
54.114774114774114,-1125.2892
54.31013431013431,-1125.1514
54.50549450549451,-1124.5316
54.7008547008547,-1124.9104
54.89621489621489,-1125.0825
55.091575091575095,-1124.4972
55.28693528693529,-1124.3595
55.482295482295484,-1124.4283
55.67765567765567,-1124.566
55.87301587301587,-1123.9119
56.068376068376075,-1123.2921
56.26373626373626,-1123.0166
56.45909645909646,-1122.7756
56.65445665445665,-1123.0166
56.849816849816854,-1123.1544
57.04517704517705,-1123.6709
57.240537240537236,-1123.4642
57.43589743589744,-1122.7756
57.63125763125763,-1122.7412
57.82661782661783,-1122.6035
58.02197802197802,-1122.8789
58.21733821733822,-1122.6724
58.41269841269842,-1122.1903
58.608058608058606,-1122.0526
58.8034188034188,-1121.3639
58.998778998778995,-1120.9164
59.1941391941392,-1120.882
59.38949938949939,-1121.0197
59.58485958485958,-1121.0885
59.78021978021978,-1120.6753
59.975579975579976,-1120.6064
60.17094017094017,-1120.2277
60.366300366300365,-1120.2621
60.56166056166056,-1120.0555
60.75702075702076,-1119.6423
60.95238095238095,-1119.7802
61.147741147741144,-1118.9537
61.343101343101345,-1118.7128
61.53846153846154,-1119.057
61.733821733821735,-1118.9882
61.92918192918192,-1118.3684
62.124542124542124,-1117.9208
62.319902319902326,-1117.6798
62.51526251526251,-1116.6469
62.71062271062271,-1116.4403
62.905982905982896,-1116.6124
63.101343101343105,-1116.4058
63.2967032967033,-1116.1992
63.49206349206349,-1115.3385
63.687423687423696,-1115.3385
63.88278388278388,-1115.9927
64.07814407814408,-1117.1633
64.27350427350427,-1118.024
64.46886446886447,-1119.1259
64.66422466422466,-1120.9508
64.85958485958486,-1121.846
65.05494505494505,-1123.602
65.25030525030526,-1124.8071
65.44566544566545,-1125.2202
65.64102564102564,-1124.4628
65.83638583638583,-1123.9119
66.03174603174602,-1123.3265
66.22710622710623,-1122.5691
66.42246642246643,-1122.2247
66.61782661782661,-1121.0885
66.81318681318682,-1121.1918
67.00854700854701,-1121.2606
67.2039072039072,-1122.1903
67.3992673992674,-1123.0856
67.59462759462758,-1122.8445
67.78998778998779,-1122.6035
67.98534798534799,-1122.2247
68.18070818070818,-1121.7427
68.37606837606839,-1122.0526
68.57142857142857,-1121.7083
68.76678876678876,-1120.7097
68.96214896214896,-1121.7083
69.15750915750915,-1121.7771
69.35286935286936,-1121.0885
69.54822954822954,-1121.5706
69.74358974358974,-1123.0166
69.93894993894995,-1123.602
70.13431013431014,-1123.0856
70.32967032967034,-1122.4313
70.52503052503052,-1121.6394
70.72039072039071,-1120.4343
70.91575091575092,-1120.2966
71.11111111111111,-1120.5032
71.30647130647131,-1120.0555
71.5018315018315,-1120.8475
71.6971916971917,-1120.331
71.8925518925519,-1119.8146
72.08791208791209,-1119.7802
72.28327228327228,-1119.0226
72.47863247863248,-1119.1948
72.67399267399267,-1119.1948
72.86935286935287,-1118.8505
73.06471306471308,-1118.7472
73.26007326007327,-1118.816
73.45543345543345,-1117.6798
73.65079365079364,-1116.819
73.84615384615384,-1117.6798
74.04151404151405,-1117.2322
74.23687423687424,-1116.6124
74.43223443223442,-1117.06
74.62759462759463,-1116.8534
74.82295482295483,-1116.9912
75.01831501831502,-1117.2666
75.21367521367522,-1117.8175
75.4090354090354,-1117.8175
75.6043956043956,-1118.2307
75.7997557997558,-1118.6783
75.995115995116,-1117.3354
76.1904761904762,-1117.0256
76.38583638583638,-1117.2322
76.58119658119658,-1116.9912
76.77655677655677,-1116.9912
76.97191697191697,-1117.2322
77.16727716727718,-1117.7487
77.36263736263736,-1118.4717
77.55799755799755,-1118.1274
77.75335775335776,-1117.9552
77.94871794871796,-1118.093
78.14407814407815,-1117.1978
78.33943833943833,-1116.6124
78.53479853479853,-1116.6124
78.73015873015873,-1117.4387
78.92551892551893,-1117.9552
79.12087912087912,-1118.2307
79.31623931623932,-1118.816
79.51159951159951,-1118.4373
79.70695970695971,-1118.1274
79.9023199023199,-1118.0585
80.0976800976801,-1117.301
80.29304029304029,-1117.5765
80.48840048840049,-1118.1963
80.68376068376068,-1117.4387
80.87912087912089,-1117.5765
81.07448107448108,-1118.0585
81.26984126984127,-1117.5076
81.46520146520146,-1117.7487
81.66056166056165,-1117.6454
81.85592185592186,-1116.5092
82.05128205128206,-1116.7501
82.24664224664224,-1117.1633
82.44200244200245,-1116.7501
82.63736263736264,-1116.8534
82.83272283272284,-1117.1289
83.02808302808303,-1117.9208
83.22344322344321,-1118.2651
83.41880341880342,-1117.6454
83.61416361416362,-1117.611
