t,amp
0.0302734375,-1231.712
0.03046875,-1231.864
0.0306640625,-1232.092
0.030859375,-1232.3201
0.0310546875,-1232.3582
0.03125,-1232.3582
0.0314453125,-1232.4342
0.031640625,-1232.3582
0.0318359375,-1232.3582
0.03203125,-1232.6622
0.0322265625,-1232.7002
0.032421875,-1232.2821
0.0326171875,-1232.3961
0.0328125,-1232.8903
0.0330078125,-1232.5101
0.033203125,-1232.1301
0.0333984375,-1232.4342
0.03359375,-1232.7382
0.0337890625,-1232.5482
0.033984375,-1232.3201
0.0341796875,-1232.7002
0.034375,-1232.7762
0.0345703125,-1232.5101
0.034765625,-1232.5101
0.0349609375,-1232.7762
0.03515625,-1232.7762
0.0353515625,-1232.6241
0.035546875,-1232.7762
0.0357421875,-1232.7762
0.0359375,-1232.9663
0.0361328125,-1233.3843
0.036328125,-1233.4603
0.0365234375,-1233.3083
0.03671875,-1233.4603
0.0369140625,-1233.7644
0.037109375,-1233.5743
0.0373046875,-1233.4603
0.0375,-1233.7264
0.0376953125,-1233.7644
0.037890625,-1233.3083
0.0380859375,-1233.0043
0.03828125,-1233.3083
0.0384765625,-1233.4603
0.038671875,-1232.9663
0.0388671875,-1232.8142
0.0390625,-1233.1943
0.0392578125,-1233.1183
0.039453125,-1232.9282
0.0396484375,-1233.0803
0.03984375,-1233.2323
0.0400390625,-1233.1943
0.040234375,-1233.2703
0.0404296875,-1233.0803
0.040625,-1232.6622
0.0408203125,-1232.6241
0.041015625,-1232.8142
0.0412109375,-1232.7762
0.04140625,-1232.4722
0.0416015625,-1232.8142
0.041796875,-1233.1562
0.0419921875,-1232.8522
0.0421875,-1232.4722
0.0423828125,-1232.5482
0.042578125,-1232.8522
0.0427734375,-1232.4342
0.04296875,-1232.206
0.0431640625,-1232.5862
0.043359375,-1232.5482
0.0435546875,-1232.206
0.04375,-1232.2821
0.0439453125,-1232.5101
0.044140625,-1232.5101
0.0443359375,-1232.5862
0.04453125,-1232.6622
0.0447265625,-1232.6622
0.044921875,-1232.7382
0.0451171875,-1232.5862
0.0453125,-1232.3961
0.0455078125,-1232.092
0.045703125,-1232.206
0.0458984375,-1232.5101
0.04609375,-1232.3961
0.0462890625,-1232.5101
0.046484375,-1232.7762
0.0466796875,-1232.8522
0.046875,-1232.2821
0.0470703125,-1232.2441
0.047265625,-1232.7762
0.0474609375,-1232.5101
0.04765625,-1232.206
0.0478515625,-1232.5482
0.048046875,-1233.0803
0.0482421875,-1233.1183
0.0484375,-1233.0803
0.0486328125,-1233.4603
0.048828125,-1233.4984
0.0490234375,-1233.1183
0.04921875,-1232.7762
0.0494140625,-1232.7762
0.049609375,-1232.6241
0.0498046875,-1232.3582
0.05,-1232.5482
0.0501953125,-1232.7002
0.050390625,-1232.7382
0.0505859375,-1233.0422
0.05078125,-1233.1562
0.0509765625,-1233.0043
0.051171875,-1233.3843
0.0513671875,-1233.6504
0.0515625,-1233.5364
0.0517578125,-1233.4603
0.051953125,-1233.7264
0.0521484375,-1233.9924
0.05234375,-1233.6504
0.0525390625,-1233.4603
0.052734375,-1233.7644
0.0529296875,-1233.8405
0.053125,-1233.2323
0.0533203125,-1233.0803
0.053515625,-1233.5364
0.0537109375,-1233.6124
0.05390625,-1233.4224
0.0541015625,-1233.8024
0.054296875,-1234.1064
0.0544921875,-1233.9924
0.0546875,-1233.8405
0.0548828125,-1233.8405
0.055078125,-1233.9164
0.0552734375,-1233.5743
0.05546875,-1233.3843
0.0556640625,-1233.3843
0.055859375,-1233.2703
0.0560546875,-1233.4224
0.05625,-1233.5743
0.0564453125,-1233.4224
0.056640625,-1233.2323
0.0568359375,-1233.4603
0.05703125,-1233.6124
0.0572265625,-1233.4224
0.057421875,-1233.4603
0.0576171875,-1233.8024
0.0578125,-1233.7264
0.0580078125,-1233.4603
0.058203125,-1233.6124
0.0583984375,-1234.2585
0.05859375,-1234.4866
0.0587890625,-1234.1064
0.058984375,-1234.1064
0.0591796875,-1234.5245
0.059375,-1234.4485
0.0595703125,-1234.2585
0.059765625,-1234.3726
0.0599609375,-1234.3726
0.06015625,-1234.0305
0.0603515625,-1233.8405
0.060546875,-1233.6884
0.0607421875,-1233.4603
0.0609375,-1233.6884
0.0611328125,-1233.7644
0.061328125,-1233.4984
0.0615234375,-1233.4224
0.06171875,-1233.8405
0.0619140625,-1234.2585
0.062109375,-1234.2585
0.0623046875,-1234.2205
0.0625,-1234.7526
0.0626953125,-1235.0947
0.062890625,-1234.6006
0.0630859375,-1234.5245
0.06328125,-1234.9806
0.0634765625,-1234.9806
0.063671875,-1234.4866
0.0638671875,-1234.3726
0.0640625,-1234.7146
0.0642578125,-1234.8286
0.064453125,-1234.5626
0.0646484375,-1234.6766
0.06484375,-1235.0566
0.0650390625,-1234.7906
0.065234375,-1234.5245
0.0654296875,-1234.6006
0.065625,-1234.6766
0.0658203125,-1234.7526
0.066015625,-1234.9806
0.0662109375,-1234.9426
0.06640625,-1234.7906
0.0666015625,-1234.7906
0.066796875,-1235.0187
0.0669921875,-1234.8666
0.0671875,-1234.2965
0.0673828125,-1234.2965
0.067578125,-1234.4105
0.0677734375,-1234.1825
0.06796875,-1233.6884
0.0681640625,-1233.9545
0.068359375,-1234.3345
0.0685546875,-1233.8784
0.06875,-1233.9545
0.0689453125,-1234.2965
0.069140625,-1234.4866
0.0693359375,-1234.6006
0.06953125,-1234.5245
0.0697265625,-1234.6385
0.069921875,-1234.8666
0.0701171875,-1234.9806
0.0703125,-1235.0187
0.0705078125,-1234.9426
0.070703125,-1234.9426
0.0708984375,-1235.2847
0.07109375,-1235.2847
0.0712890625,-1235.0187
0.071484375,-1234.9047
0.0716796875,-1235.2467
0.071875,-1234.9426
0.0720703125,-1234.2965
0.072265625,-1234.6006
0.0724609375,-1234.9426
0.07265625,-1234.7526
0.0728515625,-1234.4485
0.073046875,-1234.7906
0.0732421875,-1235.1327
0.0734375,-1235.0566
0.0736328125,-1234.8666
0.073828125,-1234.9806
0.0740234375,-1234.9806
0.07421875,-1234.7146
0.0744140625,-1234.8286
0.074609375,-1234.7526
0.0748046875,-1234.7526
0.075,-1234.9426
0.0751953125,-1234.8666
0.075390625,-1234.4485
0.0755859375,-1234.6006
0.07578125,-1234.9806
0.0759765625,-1234.6766
0.076171875,-1234.4866
0.0763671875,-1234.6385
0.0765625,-1234.6766
0.0767578125,-1234.2585
0.076953125,-1234.0305
0.0771484375,-1234.4105
0.07734375,-1234.4485
0.0775390625,-1234.0305
0.077734375,-1233.9924
0.0779296875,-1234.2965
0.078125,-1234.0685
0.0783203125,-1233.6504
0.078515625,-1233.7264
0.0787109375,-1233.8784
0.07890625,-1233.6504
0.0791015625,-1233.5743
0.079296875,-1233.6124
0.0794921875,-1233.5364
0.0796875,-1233.7264
0.0798828125,-1233.8405
0.080078125,-1233.9164
0.0802734375,-1234.0305
0.08046875,-1234.4866
0.0806640625,-1235.1707
0.080859375,-1235.1707
0.0810546875,-1235.0947
0.08125,-1235.6648
0.0814453125,-1235.8549
0.081640625,-1235.2467
0.0818359375,-1235.3607
0.08203125,-1235.8928
0.0822265625,-1235.8928
0.082421875,-1235.8168
0.0826171875,-1235.8928
0.0828125,-1236.0829
0.0830078125,-1236.0829
0.083203125,-1235.7408
0.0833984375,-1235.6268
0.08359375,-1235.5508
0.0837890625,-1235.3607
0.083984375,-1235.4368
0.0841796875,-1235.1707
0.084375,-1234.6006
0.0845703125,-1234.1445
0.084765625,-1234.1825
0.0849609375,-1234.0305
0.08515625,-1233.5743
0.0853515625,-1233.8784
0.085546875,-1234.4866
0.0857421875,-1234.6006
0.0859375,-1234.3726
0.0861328125,-1234.6006
0.086328125,-1235.3228
0.0865234375,-1235.2467
0.08671875,-1234.8666
0.0869140625,-1235.0187
0.087109375,-1234.9806
0.0873046875,-1234.5626
0.0875,-1234.3345
0.0876953125,-1234.5626
0.087890625,-1234.5245
0.0880859375,-1234.1825
0.08828125,-1234.0305
0.0884765625,-1233.9164
0.088671875,-1233.8784
0.0888671875,-1233.8405
0.0890625,-1233.8024
0.0892578125,-1233.9164
0.089453125,-1233.9545
0.0896484375,-1233.9924
0.08984375,-1233.9545
0.0900390625,-1233.7264
0.090234375,-1233.6884
0.0904296875,-1233.8784
0.090625,-1233.5743
0.0908203125,-1233.0422
0.091015625,-1233.2323
0.0912109375,-1233.4224
0.09140625,-1233.3463
0.0916015625,-1233.2323
0.091796875,-1233.7264
0.0919921875,-1234.0305
0.0921875,-1233.6884
0.0923828125,-1233.5743
0.092578125,-1233.8784
0.0927734375,-1234.2965
0.09296875,-1234.0685
0.0931640625,-1234.0685
0.093359375,-1234.6385
0.0935546875,-1234.8666
0.09375,-1234.6006
0.0939453125,-1234.7526
0.094140625,-1235.3987
0.0943359375,-1235.6268
0.09453125,-1235.5128
0.0947265625,-1235.5128
0.094921875,-1236.0449
0.0951171875,-1236.387
0.0953125,-1236.1969
0.0955078125,-1236.0829
0.095703125,-1236.501
0.0958984375,-1236.843
0.09609375,-1236.805
0.0962890625,-1236.881
0.096484375,-1237.0331
0.0966796875,-1237.0331
0.096875,-1236.653
0.0970703125,-1236.3489
0.097265625,-1236.4249
0.0974609375,-1236.3489
0.09765625,-1236.2349
0.0978515625,-1236.4249
0.098046875,-1236.691
0.0982421875,-1236.691
0.0984375,-1236.653
0.0986328125,-1236.767
0.098828125,-1236.767
0.0990234375,-1236.881
0.09921875,-1237.1471
0.0994140625,-1237.4131
0.099609375,-1237.4131
0.0998046875,-1237.5271
0.1,-1237.7932
0.1001953125,-1238.0212
0.100390625,-1237.7552
0.1005859375,-1237.5652
0.10078125,-1237.9833
0.1009765625,-1237.9452
0.101171875,-1237.4512
0.1013671875,-1237.2991
0.1015625,-1237.5652
0.1017578125,-1237.6031
0.101953125,-1237.185
0.1021484375,-1236.995
0.10234375,-1237.3751
0.1025390625,-1237.3751
0.102734375,-1236.881
0.1029296875,-1236.805
0.103125,-1237.1471
0.1033203125,-1237.1091
0.103515625,-1236.387
0.1037109375,-1236.2349
0.10390625,-1236.539
0.1041015625,-1236.3109
0.104296875,-1235.8549
0.1044921875,-1235.8168
0.1046875,-1236.2349
0.1048828125,-1236.3489
0.105078125,-1235.9308
0.1052734375,-1236.0068
0.10546875,-1236.4629
0.1056640625,-1236.273
0.105859375,-1236.0829
0.1060546875,-1236.3109
0.10625,-1236.501
0.1064453125,-1236.615
0.106640625,-1236.729
0.1068359375,-1237.1471
0.10703125,-1237.4512
0.1072265625,-1237.5652
0.107421875,-1237.7552
0.1076171875,-1237.7932
0.1078125,-1237.8312
0.1080078125,-1237.9072
0.108203125,-1238.0593
0.1083984375,-1237.7172
0.10859375,-1237.1471
0.1087890625,-1237.2991
0.108984375,-1237.3372
0.1091796875,-1237.071
0.109375,-1236.957
0.1095703125,-1237.4131
0.109765625,-1237.7172
0.1099609375,-1237.4131
0.11015625,-1237.4131
0.1103515625,-1237.8312
0.110546875,-1237.9833
0.1107421875,-1237.5652
0.1109375,-1237.5271
0.1111328125,-1237.8693
0.111328125,-1237.7552
0.1115234375,-1237.3751
0.11171875,-1237.4891
0.1119140625,-1237.8312
0.112109375,-1237.8693
0.1123046875,-1237.9072
0.1125,-1237.8693
0.1126953125,-1237.7172
0.112890625,-1237.5271
0.1130859375,-1237.185
0.11328125,-1236.957
0.1134765625,-1236.729
0.113671875,-1236.501
0.1138671875,-1236.881
0.1140625,-1236.843
0.1142578125,-1236.615
0.114453125,-1236.881
0.1146484375,-1237.1471
0.11484375,-1236.9191
0.1150390625,-1236.881
0.115234375,-1237.5652
0.1154296875,-1238.0593
0.115625,-1237.9452
0.1158203125,-1237.7172
0.116015625,-1237.9452
0.1162109375,-1238.2874
0.11640625,-1237.8693
0.1166015625,-1237.7552
0.116796875,-1238.1733
0.1169921875,-1238.2874
0.1171875,-1238.2113
0.1173828125,-1238.3253
0.117578125,-1238.4773
0.1177734375,-1238.3633
0.11796875,-1238.4014
0.1181640625,-1238.2113
0.118359375,-1237.9452
0.1185546875,-1237.8312
0.11875,-1237.7172
0.1189453125,-1237.6412
0.119140625,-1237.3751
0.1193359375,-1237.4891
0.11953125,-1238.0593
0.1197265625,-1238.2113
0.119921875,-1237.7932
0.1201171875,-1237.8693
0.1203125,-1238.2493
0.1205078125,-1237.8693
0.120703125,-1237.4891
0.1208984375,-1237.7932
0.12109375,-1238.0212
0.1212890625,-1237.9833
0.121484375,-1238.0593
0.1216796875,-1238.2493
0.121875,-1238.3253
0.1220703125,-1238.1353
0.122265625,-1237.8693
0.1224609375,-1237.7172
0.12265625,-1237.4891
0.1228515625,-1237.6792
0.123046875,-1237.8693
0.1232421875,-1237.6412
0.1234375,-1237.7932
0.1236328125,-1238.3633
0.123828125,-1238.2874
0.1240234375,-1238.0973
0.12421875,-1238.6294
0.1244140625,-1238.8195
0.124609375,-1238.4014
0.1248046875,-1238.0973
0.125,-1238.2493
0.1251953125,-1238.2874
0.125390625,-1237.8693
0.1255859375,-1237.6792
0.12578125,-1237.8312
0.1259765625,-1237.6412
0.126171875,-1237.3751
0.1263671875,-1237.4891
0.1265625,-1237.7172
0.1267578125,-1237.7172
0.126953125,-1237.8693
0.1271484375,-1238.0212
0.12734375,-1237.8312
0.1275390625,-1238.2493
0.127734375,-1238.6294
0.1279296875,-1238.3253
0.128125,-1238.2113
0.1283203125,-1238.4393
0.128515625,-1238.3633
0.1287109375,-1237.7552
0.12890625,-1237.6792
0.1291015625,-1238.1353
0.129296875,-1237.9452
0.1294921875,-1237.5271
0.1296875,-1237.5652
0.1298828125,-1237.9452
0.130078125,-1238.1353
0.1302734375,-1238.0973
0.13046875,-1238.3253
0.1306640625,-1238.3633
0.130859375,-1238.2493
0.1310546875,-1238.4014
0.13125,-1238.5154
0.1314453125,-1238.4393
0.131640625,-1238.6294
0.1318359375,-1238.7054
0.13203125,-1238.3253
0.1322265625,-1238.0212
0.132421875,-1238.1733
0.1326171875,-1238.0973
0.1328125,-1237.5652
0.1330078125,-1237.3372
0.133203125,-1237.7552
0.1333984375,-1237.9833
0.13359375,-1237.6792
0.1337890625,-1237.9833
0.133984375,-1238.5533
0.1341796875,-1238.4014
0.134375,-1238.0212
0.1345703125,-1238.0212
0.134765625,-1238.0212
0.1349609375,-1237.9833
0.13515625,-1238.1353
0.1353515625,-1238.0593
0.135546875,-1237.8693
0.1357421875,-1237.8312
0.1359375,-1237.9452
0.1361328125,-1237.7932
0.136328125,-1237.3372
0.1365234375,-1237.4891
0.13671875,-1237.8312
0.1369140625,-1237.5271
0.137109375,-1237.4131
0.1373046875,-1238.0973
0.1375,-1238.5154
0.1376953125,-1238.2874
0.137890625,-1238.3633
0.1380859375,-1238.7054
0.13828125,-1238.7434
0.1384765625,-1238.7054
0.138671875,-1238.7814
0.1388671875,-1238.8574
0.1390625,-1239.0475
0.1392578125,-1239.1235
0.139453125,-1239.1995
0.1396484375,-1238.8954
0.13984375,-1238.8574
0.1400390625,-1239.1995
0.140234375,-1239.1615
0.1404296875,-1238.8195
0.140625,-1239.0475
0.1408203125,-1239.5035
0.141015625,-1239.1235
0.1412109375,-1239.0475
0.14140625,-1239.4275
0.1416015625,-1239.5796
0.141796875,-1239.3895
0.1419921875,-1239.1995
0.1421875,-1239.4656
0.1423828125,-1239.6936
0.142578125,-1239.6556
0.1427734375,-1239.6176
0.14296875,-1239.3895
0.1431640625,-1238.9714
0.143359375,-1238.8954
0.1435546875,-1238.5533
0.14375,-1238.1353
0.1439453125,-1238.5154
0.144140625,-1239.0094
0.1443359375,-1238.8954
0.14453125,-1238.6294
0.1447265625,-1239.0854
0.144921875,-1239.5415
0.1451171875,-1239.5415
0.1453125,-1239.5035
0.1455078125,-1239.8456
0.145703125,-1240.0736
0.1458984375,-1239.8456
0.14609375,-1239.8456
0.1462890625,-1240.0356
0.146484375,-1240.0736
0.1466796875,-1240.3018
0.146875,-1240.4917
0.1470703125,-1240.1497
0.147265625,-1240.0356
0.1474609375,-1240.2257
0.14765625,-1240.0356
0.1478515625,-1239.5035
0.148046875,-1239.3135
0.1482421875,-1239.6556
0.1484375,-1239.6556
0.1486328125,-1239.1235
0.148828125,-1238.9714
0.1490234375,-1238.9714
0.14921875,-1238.2493
0.1494140625,-1237.6031
0.149609375,-1237.4891
0.1498046875,-1237.3751
0.15,-1237.3751
0.1501953125,-1237.4891
0.150390625,-1237.4512
0.1505859375,-1237.3372
0.15078125,-1237.6031
0.1509765625,-1238.0212
0.151171875,-1237.8312
0.1513671875,-1237.6412
0.1515625,-1238.0973
0.1517578125,-1238.1733
0.151953125,-1237.9452
0.1521484375,-1237.9452
0.15234375,-1238.4773
0.1525390625,-1238.5533
0.152734375,-1238.0212
0.1529296875,-1238.2113
0.153125,-1238.4393
0.1533203125,-1238.1353
0.153515625,-1238.0212
0.1537109375,-1238.0212
0.15390625,-1237.8312
0.1541015625,-1237.9452
0.154296875,-1238.2113
0.1544921875,-1238.0593
0.1546875,-1237.8693
0.1548828125,-1238.0212
0.155078125,-1238.4773
0.1552734375,-1238.4014
0.15546875,-1238.2113
0.1556640625,-1238.7434
0.155859375,-1239.1995
0.1560546875,-1239.1235
0.15625,-1238.8954
0.1564453125,-1239.1995
0.156640625,-1239.3516
0.1568359375,-1239.1995
0.15703125,-1239.3135
0.1572265625,-1239.1235
0.157421875,-1239.0475
0.1576171875,-1239.0475
0.1578125,-1238.8954
0.1580078125,-1238.4773
0.158203125,-1238.2874
0.1583984375,-1238.7814
0.15859375,-1238.8574
0.1587890625,-1238.5154
0.158984375,-1238.6294
0.1591796875,-1239.1235
0.159375,-1239.2755
0.1595703125,-1239.3135
0.159765625,-1239.6556
0.1599609375,-1240.0356
0.16015625,-1240.0736
0.1603515625,-1240.1117
0.160546875,-1239.9977
0.1607421875,-1239.5796
0.1609375,-1239.6176
0.1611328125,-1239.7316
0.161328125,-1239.4275
0.1615234375,-1239.2375
0.16171875,-1239.6176
0.1619140625,-1239.9216
0.162109375,-1239.3895
0.1623046875,-1239.1615
0.1625,-1239.2755
0.1626953125,-1239.1995
0.162890625,-1238.9714
0.1630859375,-1238.9335
0.16328125,-1239.3895
0.1634765625,-1239.4275
0.163671875,-1239.5035
0.1638671875,-1239.5415
0.1640625,-1238.9335
0.1642578125,-1238.6674
0.164453125,-1239.1235
0.1646484375,-1239.3135
0.16484375,-1238.8954
0.1650390625,-1239.0475
0.165234375,-1239.4275
0.1654296875,-1239.3135
0.165625,-1239.2375
0.1658203125,-1239.3516
0.166015625,-1239.4656
0.1662109375,-1239.3895
0.16640625,-1239.2755
0.1666015625,-1239.1995
0.166796875,-1239.0475
0.1669921875,-1239.0094
0.1671875,-1239.1995
0.1673828125,-1238.8574
0.167578125,-1237.9452
0.1677734375,-1237.9072
0.16796875,-1238.3253
0.1681640625,-1238.1353
0.168359375,-1238.1353
0.1685546875,-1238.7054
0.16875,-1239.0094
0.1689453125,-1238.9714
0.169140625,-1239.1235
0.1693359375,-1239.3516
0.16953125,-1239.4275
0.1697265625,-1239.4656
0.169921875,-1239.4275
0.1701171875,-1239.0475
0.1703125,-1238.8195
0.1705078125,-1238.9714
0.170703125,-1239.0094
0.1708984375,-1238.4773
0.17109375,-1237.9833
0.1712890625,-1238.3253
0.171484375,-1238.3633
0.1716796875,-1238.1733
0.171875,-1238.2493
0.1720703125,-1238.4393
0.172265625,-1238.5154
0.1724609375,-1238.8574
0.17265625,-1239.1995
0.1728515625,-1239.0475
0.173046875,-1239.0094
0.1732421875,-1239.3516
0.1734375,-1239.5035
0.1736328125,-1239.2375
0.173828125,-1239.2755
0.1740234375,-1239.6176
0.17421875,-1239.7697
0.1744140625,-1239.3895
0.174609375,-1239.1615
0.1748046875,-1239.1615
0.175,-1238.8954
0.1751953125,-1238.8954
0.175390625,-1238.8574
0.1755859375,-1238.4773
0.17578125,-1238.4393
0.1759765625,-1238.8574
0.176171875,-1239.1615
0.1763671875,-1238.8574
0.1765625,-1238.5914
0.1767578125,-1238.8195
0.176953125,-1238.8954
0.1771484375,-1238.5914
0.17734375,-1238.4014
0.1775390625,-1238.4393
0.177734375,-1238.3633
0.1779296875,-1238.5154
0.178125,-1238.8574
0.1783203125,-1238.7814
0.178515625,-1238.6294
0.1787109375,-1238.9714
0.17890625,-1239.1615
0.1791015625,-1238.5533
0.179296875,-1238.2493
0.1794921875,-1238.7434
0.1796875,-1238.8195
0.1798828125,-1238.6294
0.180078125,-1238.5154
0.1802734375,-1238.4014
0.18046875,-1238.1733
0.1806640625,-1238.1353
0.180859375,-1238.0593
0.1810546875,-1237.7172
0.18125,-1237.7172
0.1814453125,-1238.3633
0.181640625,-1238.7434
0.1818359375,-1238.6294
0.18203125,-1239.0094
0.1822265625,-1239.6556
0.182421875,-1239.7316
0.1826171875,-1239.5796
0.1828125,-1239.5035
0.1830078125,-1239.2755
0.183203125,-1239.1615
0.1833984375,-1239.0475
0.18359375,-1238.7434
0.1837890625,-1238.4014
0.183984375,-1238.3253
0.1841796875,-1238.5914
0.184375,-1238.5154
0.1845703125,-1238.1733
0.184765625,-1238.5154
0.1849609375,-1238.9335
0.18515625,-1238.7814
0.1853515625,-1238.7434
0.185546875,-1239.1615
0.1857421875,-1239.4275
0.1859375,-1239.3516
0.1861328125,-1239.4656
0.186328125,-1239.2755
0.1865234375,-1238.9714
0.18671875,-1239.2375
0.1869140625,-1239.3516
0.187109375,-1238.9335
0.1873046875,-1238.8574
0.1875,-1239.0854
0.1876953125,-1238.8954
0.187890625,-1238.5154
0.1880859375,-1238.5154
0.18828125,-1238.8574
0.1884765625,-1239.0854
0.188671875,-1238.9714
0.1888671875,-1239.0094
0.1890625,-1239.0475
0.1892578125,-1239.0094
0.189453125,-1239.4656
0.1896484375,-1239.3895
0.18984375,-1238.9714
0.1900390625,-1239.1995
0.190234375,-1239.4656
0.1904296875,-1239.1615
0.190625,-1238.8954
0.1908203125,-1239.0475
0.191015625,-1239.0854
0.1912109375,-1238.7434
0.19140625,-1238.7434
0.1916015625,-1238.6674
0.191796875,-1238.5533
0.1919921875,-1238.7814
0.1921875,-1238.7814
0.1923828125,-1238.4393
0.192578125,-1238.3253
0.1927734375,-1238.7814
0.19296875,-1239.0854
0.1931640625,-1238.7814
0.193359375,-1238.6294
0.1935546875,-1238.9335
0.19375,-1238.9335
0.1939453125,-1238.8954
0.194140625,-1239.0854
0.1943359375,-1239.0094
0.19453125,-1239.1615
0.1947265625,-1239.6176
0.194921875,-1239.7697
0.1951171875,-1239.5035
0.1953125,-1239.5796
0.1955078125,-1239.6176
0.195703125,-1239.0094
0.1958984375,-1238.2493
0.19609375,-1238.2113
0.1962890625,-1238.6294
0.196484375,-1238.7054
0.1966796875,-1238.8195
0.196875,-1239.0854
0.1970703125,-1239.0094
0.197265625,-1239.2755
0.1974609375,-1239.5796
0.19765625,-1239.2375
0.1978515625,-1238.9714
0.198046875,-1239.2375
0.1982421875,-1239.1995
0.1984375,-1238.5914
0.1986328125,-1238.6294
0.198828125,-1239.2755
0.1990234375,-1239.4656
0.19921875,-1239.4656
0.1994140625,-1239.5415
0.199609375,-1239.5035
0.1998046875,-1239.4656
0.2,-1239.5796
0.2001953125,-1239.4656
0.200390625,-1238.9714
0.2005859375,-1238.7814
0.20078125,-1238.8195
0.2009765625,-1238.4393
0.201171875,-1238.1353
0.2013671875,-1238.5154
0.2015625,-1238.6674
0.2017578125,-1238.4393
0.201953125,-1238.5914
0.2021484375,-1238.8195
0.20234375,-1238.7814
0.2025390625,-1239.2375
0.202734375,-1239.5415
0.2029296875,-1239.2755
0.203125,-1239.5415
0.2033203125,-1240.1117
0.203515625,-1239.9977
0.2037109375,-1239.5035
0.20390625,-1239.5796
0.2041015625,-1239.6556
0.204296875,-1239.4275
0.2044921875,-1239.1995
0.2046875,-1239.0475
0.2048828125,-1239.0475
0.205078125,-1239.0854
0.2052734375,-1239.3516
0.20546875,-1239.3895
0.2056640625,-1239.5415
0.205859375,-1240.2257
0.2060546875,-1240.4917
0.20625,-1239.9596
0.2064453125,-1239.8076
0.206640625,-1240.1877
0.2068359375,-1239.9216
0.20703125,-1239.7316
0.2072265625,-1239.6176
0.207421875,-1239.2755
0.2076171875,-1239.0854
0.2078125,-1239.0475
0.2080078125,-1238.8574
0.208203125,-1238.4014
0.2083984375,-1238.6674
0.20859375,-1238.9714
0.2087890625,-1238.7054
0.208984375,-1238.4773
0.2091796875,-1238.7054
0.209375,-1238.7814
0.2095703125,-1238.4393
0.209765625,-1238.4014
0.2099609375,-1238.4393
0.21015625,-1238.5154
0.2103515625,-1238.8574
0.210546875,-1239.0094
0.2107421875,-1238.7434
0.2109375,-1238.6674
0.2111328125,-1239.1235
0.211328125,-1238.9714
0.2115234375,-1238.4014
0.21171875,-1238.2874
0.2119140625,-1238.2113
0.212109375,-1238.1353
0.2123046875,-1238.4773
0.2125,-1238.8195
0.2126953125,-1238.7434
0.212890625,-1238.9335
0.2130859375,-1239.0475
0.21328125,-1238.5533
0.2134765625,-1238.2493
0.213671875,-1238.4014
0.2138671875,-1238.7054
0.2140625,-1238.5914
0.2142578125,-1238.6294
0.214453125,-1239.1615
0.2146484375,-1239.3516
0.21484375,-1239.8076
0.2150390625,-1240.0736
0.215234375,-1239.7697
0.2154296875,-1239.5796
0.215625,-1239.9596
0.2158203125,-1239.8837
0.216015625,-1239.1995
0.2162109375,-1239.1995
0.21640625,-1239.1995
0.2166015625,-1238.7434
0.216796875,-1238.5533
0.2169921875,-1238.7054
0.2171875,-1238.7054
0.2173828125,-1238.9335
0.217578125,-1239.5035
0.2177734375,-1239.4275
0.21796875,-1239.4656
0.2181640625,-1239.9977
0.218359375,-1240.4158
0.2185546875,-1240.3018
0.21875,-1240.0736
0.2189453125,-1240.2637
0.219140625,-1240.1877
0.2193359375,-1240.0736
0.21953125,-1240.2257
0.2197265625,-1240.0736
0.219921875,-1239.9977
0.2201171875,-1240.2257
0.2203125,-1240.3777
0.2205078125,-1239.9596
0.220703125,-1239.6176
0.2208984375,-1239.7697
0.22109375,-1239.6556
0.2212890625,-1239.1235
0.221484375,-1239.1615
0.2216796875,-1239.2755
0.221875,-1239.2755
0.2220703125,-1239.4656
0.222265625,-1239.6556
0.2224609375,-1239.3516
0.22265625,-1239.3135
0.2228515625,-1239.8076
0.223046875,-1239.3135
0.2232421875,-1238.7054
0.2234375,-1238.7814
0.2236328125,-1238.7434
0.223828125,-1238.5914
0.2240234375,-1238.5914
0.22421875,-1238.7054
0.2244140625,-1238.8195
0.224609375,-1239.2755
0.2248046875,-1239.6936
0.225,-1239.4275
0.2251953125,-1239.4275
0.225390625,-1239.6556
0.2255859375,-1239.6936
0.22578125,-1239.2375
0.2259765625,-1238.8954
0.226171875,-1238.8954
0.2263671875,-1238.5154
0.2265625,-1238.3633
0.2267578125,-1238.4393
0.226953125,-1238.5154
0.2271484375,-1238.5914
0.22734375,-1238.6674
0.2275390625,-1238.5154
0.227734375,-1238.2874
0.2279296875,-1238.5154
0.228125,-1238.7054
0.2283203125,-1238.1733
0.228515625,-1237.7172
0.2287109375,-1237.9833
0.22890625,-1237.9833
0.2291015625,-1237.9072
0.229296875,-1238.4014
0.2294921875,-1238.6674
0.2296875,-1238.7814
0.2298828125,-1239.0094
0.230078125,-1238.9714
0.2302734375,-1238.8195
0.23046875,-1239.0854
0.2306640625,-1239.4656
0.230859375,-1239.2755
0.2310546875,-1239.2375
0.23125,-1239.8076
0.2314453125,-1240.0356
0.231640625,-1239.6556
0.2318359375,-1239.6176
